county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Los Angeles,37352.0,1793.0,1035,38,2020-05-16
Los Angeles,37996.0,1821.0,644,28,2020-05-17
Los Angeles,38477.0,1839.0,481,18,2020-05-18
Los Angeles,39670.0,1913.0,1193,74,2020-05-19
Los Angeles,40932.0,1970.0,1262,57,2020-05-20
Los Angeles,42063.0,2016.0,1131,46,2020-05-21
Los Angeles,43025.0,2049.0,962,33,2020-05-22
Los Angeles,44029.0,2090.0,1004,41,2020-05-23
Los Angeles,44954.0,2104.0,925,14,2020-05-24
Los Angeles,45952.0,2116.0,998,12,2020-05-25
Los Angeles,47760.0,2143.0,1808,27,2020-05-26
Los Angeles,48711.0,2195.0,951,52,2020-05-27
Los Angeles,49861.0,2241.0,1150,46,2020-05-28
Los Angeles,51578.0,2290.0,1717,49,2020-05-29
Los Angeles,53627.0,2338.0,2049,48,2020-05-30
Los Angeles,54925.0,2362.0,1298,24,2020-05-31
Los Angeles,55899.0,2384.0,974,22,2020-06-01
Los Angeles,57144.0,2443.0,1245,59,2020-06-02
Los Angeles,58166.0,2489.0,1022,46,2020-06-03
Los Angeles,59596.0,2531.0,1430,42,2020-06-04
Los Angeles,60955.0,2565.0,1359,34,2020-06-05
Los Angeles,62269.0,2620.0,1314,55,2020-06-06
Los Angeles,63750.0,2645.0,1481,25,2020-06-07
Los Angeles,64634.0,2655.0,884,10,2020-06-08
Los Angeles,65827.0,2707.0,1193,52,2020-06-09
Los Angeles,67018.0,2768.0,1191,61,2020-06-10
Los Angeles,68807.0,2813.0,1789,45,2020-06-11
Los Angeles,70385.0,2834.0,1578,21,2020-06-12
Los Angeles,71938.0,2890.0,1553,56,2020-06-13
Los Angeles,72932.0,2907.0,994,17,2020-06-14
Los Angeles,73705.0,2926.0,773,19,2020-06-15
Los Angeles,75051.0,2959.0,1346,33,2020-06-16
Los Angeles,77166.0,2991.0,2115,32,2020-06-17
Los Angeles,78244.0,3027.0,1078,36,2020-06-18
Los Angeles,79572.0,3063.0,1328,36,2020-06-19
Los Angeles,81604.0,3110.0,2032,47,2020-06-20
Los Angeles,83383.0,3120.0,1779,10,2020-06-21
Los Angeles,85925.0,3138.0,2542,18,2020-06-22
Los Angeles,88433.0,3171.0,2508,33,2020-06-23
Los Angeles,89566.0,3205.0,1133,34,2020-06-24
Los Angeles,91524.0,3246.0,1958,41,2020-06-25
Los Angeles,93328.0,3267.0,1804,21,2020-06-26
Los Angeles,95341.0,3285.0,2013,18,2020-06-27
Los Angeles,98003.0,3305.0,2662,20,2020-06-28
Los Angeles,100846.0,3326.0,2843,21,2020-06-29
Los Angeles,103640.0,3369.0,2794,43,2020-06-30
Los Angeles,105291.0,3402.0,1651,33,2020-07-01
Los Angeles,107144.0,3454.0,1853,52,2020-07-02
Los Angeles,109879.0,3454.0,2735,0,2020-07-03
Los Angeles,113086.0,3454.0,3207,0,2020-07-04
Los Angeles,115133.0,3454.0,2047,0,2020-07-05
Los Angeles,116707.0,3534.0,1574,80,2020-07-06
Los Angeles,121026.0,3579.0,4319,45,2020-07-07
Los Angeles,123462.0,3642.0,2436,63,2020-07-08
Los Angeles,125062.0,3689.0,1600,47,2020-07-09
Los Angeles,127503.0,3738.0,2441,49,2020-07-10
Los Angeles,130479.0,3793.0,2976,55,2020-07-11
Los Angeles,133830.0,3809.0,3351,16,2020-07-12
Los Angeles,136368.0,3822.0,2538,13,2020-07-13
Los Angeles,140632.0,3894.0,4264,72,2020-07-14
Los Angeles,143343.0,3932.0,2711,38,2020-07-15
Los Angeles,147759.0,3988.0,4416,56,2020-07-16
Los Angeles,150481.0,4047.0,2722,59,2020-07-17
Riverside,11.0,2.0,11,2,2020-03-18
Riverside,14.0,3.0,3,1,2020-03-19
Riverside,19.0,3.0,5,0,2020-03-20
Riverside,20.0,3.0,1,0,2020-03-21
Riverside,26.0,5.0,6,2,2020-03-22
Riverside,39.0,5.0,13,0,2020-03-23
Riverside,56.0,5.0,17,0,2020-03-24
Riverside,87.0,5.0,31,0,2020-03-25
Riverside,118.0,7.0,31,2,2020-03-26
Riverside,121.0,7.0,3,0,2020-03-27
Riverside,121.0,7.0,0,0,2020-03-28
Riverside,122.0,7.0,1,0,2020-03-29
Riverside,204.0,7.0,82,0,2020-03-30
Riverside,284.0,8.0,80,1,2020-03-31
Riverside,306.0,11.0,22,3,2020-04-01
Riverside,438.0,13.0,132,2,2020-04-02
Riverside,540.0,14.0,102,1,2020-04-03
Riverside,652.0,15.0,112,1,2020-04-04
Riverside,669.0,17.0,17,2,2020-04-05
Riverside,854.0,17.0,185,0,2020-04-06
Riverside,905.0,25.0,51,8,2020-04-07
Riverside,974.0,28.0,69,3,2020-04-08
Riverside,1083.0,29.0,109,1,2020-04-09
Riverside,1162.0,38.0,79,9,2020-04-10
Riverside,1260.0,38.0,98,0,2020-04-11
Riverside,1330.0,39.0,70,1,2020-04-12
Riverside,1460.0,50.0,130,11,2020-04-13
Riverside,1467.0,54.0,7,4,2020-04-14
Riverside,1723.0,59.0,256,5,2020-04-15
Riverside,1913.0,65.0,190,6,2020-04-16
Riverside,2080.0,73.0,167,8,2020-04-17
Riverside,2257.0,78.0,177,5,2020-04-18
Riverside,2316.0,83.0,59,5,2020-04-19
Riverside,2477.0,89.0,161,6,2020-04-20
Riverside,2631.0,96.0,154,7,2020-04-21
Riverside,2822.0,109.0,191,13,2020-04-22
Riverside,2935.0,110.0,113,1,2020-04-23
Riverside,3044.0,118.0,109,8,2020-04-24
Riverside,3037.0,118.0,-7,0,2020-04-25
Riverside,3301.0,131.0,264,13,2020-04-26
Riverside,3381.0,138.0,80,7,2020-04-27
Riverside,3504.0,142.0,123,4,2020-04-28
Riverside,3700.0,149.0,196,7,2020-04-29
Riverside,3820.0,156.0,120,7,2020-04-30
Riverside,3893.0,167.0,73,11,2020-05-01
Riverside,3997.0,167.0,104,0,2020-05-02
Riverside,4034.0,176.0,37,9,2020-05-03
Riverside,4221.0,184.0,187,8,2020-05-04
Riverside,4309.0,190.0,88,6,2020-05-05
Riverside,4535.0,194.0,226,4,2020-05-06
Riverside,4608.0,203.0,73,9,2020-05-07
Riverside,4672.0,210.0,64,7,2020-05-08
Riverside,4871.0,212.0,199,2,2020-05-09
Riverside,4951.0,215.0,80,3,2020-05-10
Riverside,5082.0,228.0,131,13,2020-05-11
Riverside,5134.0,238.0,52,10,2020-05-12
Riverside,5204.0,246.0,70,8,2020-05-13
Riverside,5339.0,249.0,135,3,2020-05-14
Riverside,5496.0,255.0,157,6,2020-05-15
Riverside,5633.0,259.0,137,4,2020-05-16
Riverside,5776.0,263.0,143,4,2020-05-17
Riverside,5873.0,268.0,97,5,2020-05-18
Riverside,5963.0,274.0,90,6,2020-05-19
Riverside,6090.0,283.0,127,9,2020-05-20
Riverside,6245.0,289.0,155,6,2020-05-21
Riverside,6351.0,298.0,106,9,2020-05-22
Riverside,6460.0,299.0,109,1,2020-05-23
Riverside,6571.0,304.0,111,5,2020-05-24
Riverside,6900.0,309.0,329,5,2020-05-25
Riverside,6917.0,314.0,17,5,2020-05-26
Riverside,7156.0,320.0,239,6,2020-05-27
Riverside,7240.0,331.0,84,11,2020-05-28
Riverside,7376.0,339.0,136,8,2020-05-29
Riverside,7492.0,339.0,116,0,2020-05-30
Riverside,7704.0,344.0,212,5,2020-05-31
Riverside,7921.0,344.0,217,0,2020-06-01
Riverside,8091.0,344.0,170,0,2020-06-02
Riverside,8208.0,345.0,117,1,2020-06-03
Riverside,8473.0,345.0,265,0,2020-06-04
Riverside,8700.0,355.0,227,10,2020-06-05
Riverside,8935.0,355.0,235,0,2020-06-06
Riverside,9105.0,355.0,170,0,2020-06-07
Riverside,9246.0,364.0,141,9,2020-06-08
Riverside,9511.0,365.0,265,1,2020-06-09
Riverside,9857.0,380.0,346,15,2020-06-10
Riverside,10014.0,380.0,157,0,2020-06-11
Riverside,10616.0,383.0,602,3,2020-06-12
Riverside,10931.0,383.0,315,0,2020-06-13
Riverside,11218.0,383.0,287,0,2020-06-14
Riverside,11376.0,384.0,158,1,2020-06-15
Riverside,11638.0,395.0,262,11,2020-06-16
Riverside,11859.0,399.0,221,4,2020-06-17
Riverside,12410.0,408.0,551,9,2020-06-18
Riverside,12710.0,410.0,300,2,2020-06-19
Riverside,13021.0,410.0,311,0,2020-06-20
Riverside,13528.0,410.0,507,0,2020-06-21
Riverside,13948.0,424.0,420,14,2020-06-22
Riverside,14469.0,431.0,521,7,2020-06-23
Riverside,14946.0,432.0,477,1,2020-06-24
Riverside,15286.0,435.0,340,3,2020-06-25
Riverside,15955.0,438.0,669,3,2020-06-26
Riverside,16352.0,438.0,397,0,2020-06-27
Riverside,17257.0,438.0,905,0,2020-06-28
Riverside,18570.0,440.0,1313,2,2020-06-29
Riverside,19226.0,457.0,656,17,2020-06-30
Riverside,19536.0,463.0,310,6,2020-07-01
Riverside,20253.0,465.0,717,2,2020-07-02
Riverside,21171.0,479.0,918,14,2020-07-03
Riverside,21508.0,479.0,337,0,2020-07-04
Riverside,21511.0,479.0,3,0,2020-07-05
Riverside,22485.0,486.0,974,7,2020-07-06
Riverside,23279.0,506.0,794,20,2020-07-07
Riverside,24042.0,515.0,763,9,2020-07-08
Riverside,24980.0,533.0,938,18,2020-07-09
Riverside,25481.0,537.0,501,4,2020-07-10
Riverside,25994.0,537.0,513,0,2020-07-11
Riverside,26404.0,537.0,410,0,2020-07-12
Riverside,27136.0,550.0,732,13,2020-07-13
Riverside,27850.0,553.0,714,3,2020-07-14
Riverside,28492.0,577.0,642,24,2020-07-15
Riverside,28904.0,585.0,412,8,2020-07-16
Riverside,29639.0,587.0,735,2,2020-07-17
San Bernardino,3.0,0.0,3,0,2020-03-18
San Bernardino,7.0,0.0,4,0,2020-03-19
San Bernardino,9.0,0.0,2,0,2020-03-20
San Bernardino,13.0,0.0,4,0,2020-03-21
San Bernardino,16.0,0.0,3,0,2020-03-22
San Bernardino,17.0,0.0,1,0,2020-03-23
San Bernardino,27.0,0.0,10,0,2020-03-24
San Bernardino,46.0,1.0,19,1,2020-03-25
San Bernardino,57.0,1.0,11,0,2020-03-26
San Bernardino,77.0,2.0,20,1,2020-03-27
San Bernardino,81.0,2.0,4,0,2020-03-28
San Bernardino,94.0,2.0,13,0,2020-03-29
San Bernardino,145.0,4.0,51,2,2020-03-30
San Bernardino,193.0,5.0,48,1,2020-03-31
San Bernardino,245.0,5.0,52,0,2020-04-01
San Bernardino,335.0,8.0,90,3,2020-04-02
San Bernardino,356.0,11.0,21,3,2020-04-03
San Bernardino,373.0,13.0,17,2,2020-04-04
San Bernardino,375.0,13.0,2,0,2020-04-05
San Bernardino,550.0,13.0,175,0,2020-04-06
San Bernardino,554.0,18.0,4,5,2020-04-07
San Bernardino,635.0,22.0,81,4,2020-04-08
San Bernardino,717.0,27.0,82,5,2020-04-09
San Bernardino,779.0,24.0,62,-3,2020-04-10
San Bernardino,826.0,28.0,47,4,2020-04-11
San Bernardino,827.0,30.0,1,2,2020-04-12
San Bernardino,925.0,31.0,98,1,2020-04-13
San Bernardino,933.0,31.0,8,0,2020-04-14
San Bernardino,1063.0,37.0,130,6,2020-04-15
San Bernardino,1143.0,39.0,80,2,2020-04-16
San Bernardino,1229.0,55.0,86,16,2020-04-17
San Bernardino,1255.0,57.0,26,2,2020-04-18
San Bernardino,1262.0,58.0,7,1,2020-04-19
San Bernardino,1344.0,60.0,82,2,2020-04-20
San Bernardino,1499.0,67.0,155,7,2020-04-21
San Bernardino,1564.0,72.0,65,5,2020-04-22
San Bernardino,1604.0,77.0,40,5,2020-04-23
San Bernardino,1667.0,80.0,63,3,2020-04-24
San Bernardino,1675.0,82.0,8,2,2020-04-25
San Bernardino,1681.0,82.0,6,0,2020-04-26
San Bernardino,1742.0,82.0,61,0,2020-04-27
San Bernardino,1891.0,85.0,149,3,2020-04-28
San Bernardino,1975.0,91.0,84,6,2020-04-29
San Bernardino,2020.0,96.0,45,5,2020-04-30
San Bernardino,2084.0,98.0,64,2,2020-05-01
San Bernardino,2124.0,99.0,40,1,2020-05-02
San Bernardino,2123.0,99.0,-1,0,2020-05-03
San Bernardino,2184.0,99.0,61,0,2020-05-04
San Bernardino,2345.0,101.0,161,2,2020-05-05
San Bernardino,2426.0,104.0,81,3,2020-05-06
San Bernardino,2522.0,110.0,96,6,2020-05-07
San Bernardino,2631.0,119.0,109,9,2020-05-08
San Bernardino,2825.0,121.0,194,2,2020-05-09
San Bernardino,2910.0,121.0,85,0,2020-05-10
San Bernardino,2945.0,121.0,35,0,2020-05-11
San Bernardino,2997.0,124.0,52,3,2020-05-12
San Bernardino,3064.0,138.0,67,14,2020-05-13
San Bernardino,3149.0,140.0,85,2,2020-05-14
San Bernardino,3225.0,150.0,76,10,2020-05-15
San Bernardino,3362.0,155.0,137,5,2020-05-16
San Bernardino,3467.0,155.0,105,0,2020-05-17
San Bernardino,3558.0,155.0,91,0,2020-05-18
San Bernardino,3656.0,157.0,98,2,2020-05-19
San Bernardino,3771.0,158.0,115,1,2020-05-20
San Bernardino,3950.0,164.0,179,6,2020-05-21
San Bernardino,4107.0,173.0,157,9,2020-05-22
San Bernardino,4172.0,176.0,65,3,2020-05-23
San Bernardino,4262.0,176.0,90,0,2020-05-24
San Bernardino,4393.0,176.0,131,0,2020-05-25
San Bernardino,4430.0,176.0,37,0,2020-05-26
San Bernardino,4708.0,183.0,278,7,2020-05-27
San Bernardino,4831.0,190.0,123,7,2020-05-28
San Bernardino,4983.0,199.0,152,9,2020-05-29
San Bernardino,5122.0,204.0,139,5,2020-05-30
San Bernardino,5185.0,204.0,63,0,2020-05-31
San Bernardino,5310.0,204.0,125,0,2020-06-01
San Bernardino,5438.0,208.0,128,4,2020-06-02
San Bernardino,5565.0,209.0,127,1,2020-06-03
San Bernardino,5726.0,210.0,161,1,2020-06-04
San Bernardino,5869.0,217.0,143,7,2020-06-05
San Bernardino,5946.0,224.0,77,7,2020-06-06
San Bernardino,6033.0,224.0,87,0,2020-06-07
San Bernardino,6122.0,224.0,89,0,2020-06-08
San Bernardino,6268.0,224.0,146,0,2020-06-09
San Bernardino,6438.0,225.0,170,1,2020-06-10
San Bernardino,6509.0,227.0,71,2,2020-06-11
San Bernardino,6707.0,229.0,198,2,2020-06-12
San Bernardino,6885.0,229.0,178,0,2020-06-13
San Bernardino,7015.0,229.0,130,0,2020-06-14
San Bernardino,7189.0,229.0,174,0,2020-06-15
San Bernardino,7463.0,229.0,274,0,2020-06-16
San Bernardino,7670.0,229.0,207,0,2020-06-17
San Bernardino,8141.0,230.0,471,1,2020-06-18
San Bernardino,8454.0,230.0,313,0,2020-06-19
San Bernardino,8718.0,233.0,264,3,2020-06-20
San Bernardino,8925.0,233.0,207,0,2020-06-21
San Bernardino,9133.0,234.0,208,1,2020-06-22
San Bernardino,9771.0,234.0,638,0,2020-06-23
San Bernardino,10211.0,245.0,440,11,2020-06-24
San Bernardino,10617.0,249.0,406,4,2020-06-25
San Bernardino,11162.0,249.0,545,0,2020-06-26
San Bernardino,11576.0,249.0,414,0,2020-06-27
San Bernardino,11608.0,249.0,32,0,2020-06-28
San Bernardino,12191.0,249.0,583,0,2020-06-29
San Bernardino,12593.0,253.0,402,4,2020-06-30
San Bernardino,13036.0,258.0,443,5,2020-07-01
San Bernardino,13185.0,265.0,149,7,2020-07-02
San Bernardino,14040.0,269.0,855,4,2020-07-03
San Bernardino,14636.0,269.0,596,0,2020-07-04
San Bernardino,15026.0,269.0,390,0,2020-07-05
San Bernardino,15346.0,269.0,320,0,2020-07-06
San Bernardino,16004.0,272.0,658,3,2020-07-07
San Bernardino,16510.0,293.0,506,21,2020-07-08
San Bernardino,17339.0,304.0,829,11,2020-07-09
San Bernardino,18242.0,304.0,903,0,2020-07-10
San Bernardino,18907.0,304.0,665,0,2020-07-11
San Bernardino,19042.0,306.0,135,2,2020-07-12
San Bernardino,19610.0,307.0,568,1,2020-07-13
San Bernardino,20489.0,309.0,879,2,2020-07-14
San Bernardino,21508.0,310.0,1019,1,2020-07-15
San Bernardino,22355.0,310.0,847,0,2020-07-16
San Bernardino,23057.0,315.0,702,5,2020-07-17

